id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_day,dropoff_day,pickup_day_no,dropoff_day_no,pickup_hour,dropoff_hour,pickup_month,dropoff_month,pickup_timeofday,dropoff_timeofday,distance
id0697821,2,2016-05-06T22:15:31.000Z,2016-05-06T22:36:18.000Z,5,-73.99067687988281,40.77130889892578,-73.99771881103516,40.7281608581543,N,1247,Friday,Friday,6,6,22,22,5,5,Night,Night,4.834381798313954
id1731241,1,2016-05-27T06:26:14.000Z,2016-05-27T06:32:13.000Z,1,-73.9658432006836,40.7653694152832,-73.95206451416016,40.78992462158203,N,359,Friday,Friday,6,6,6,6,5,5,Morning,Morning,2.966689445567116
id3587172,2,2016-03-16T11:33:02.000Z,2016-03-16T11:59:14.000Z,1,-74.00231170654297,40.714778900146484,-73.9747314453125,40.750770568847656,N,1572,Wednesday,Wednesday,2,2,11,11,3,3,Afternoon,Afternoon,4.627878586403676
id3446620,1,2016-01-30T14:19:51.000Z,2016-01-30T14:42:11.000Z,2,-73.98531341552734,40.759521484375,-74.01362609863281,40.71372604370117,N,1340,Saturday,Saturday,2,2,14,14,1,1,Evening,Evening,5.623277318785242
id0299262,1,2016-01-03T17:16:47.000Z,2016-01-03T17:23:46.000Z,1,-73.9784927368164,40.78605270385742,-73.96741485595703,40.80208206176758,N,419,Sunday,Sunday,3,3,17,17,1,1,Evening,Evening,2.011605486209853
id0513939,1,2016-04-27T14:54:41.000Z,2016-04-27T15:09:47.000Z,1,-73.95221710205078,40.77748489379883,-73.9751205444336,40.735862731933594,N,906,Wednesday,Wednesday,6,6,14,15,4,4,Evening,Evening,5.014140980578193
id1601477,2,2016-03-17T09:17:21.000Z,2016-03-17T09:51:39.000Z,1,-73.99901580810547,40.718902587890625,-73.98104858398438,40.75923156738281,N,2058,Thursday,Thursday,3,3,9,9,3,3,Morning,Morning,4.732988474802422
id0459397,1,2016-05-25T07:04:10.000Z,2016-05-25T07:06:58.000Z,1,-73.97765350341797,40.75248718261719,-73.98438262939453,40.755008697509766,N,168,Wednesday,Wednesday,4,4,7,7,5,5,Morning,Morning,0.6323683580301068
id3814033,1,2016-03-17T07:16:59.000Z,2016-03-17T07:29:59.000Z,1,-74.00052642822266,40.73249435424805,-73.98323059082031,40.75594711303711,N,780,Thursday,Thursday,3,3,7,7,3,3,Morning,Morning,2.9872865442582026
id3304035,1,2016-03-24T10:49:56.000Z,2016-03-24T11:07:05.000Z,1,-73.97042083740234,40.79691696166992,-73.99214935302734,40.759300231933594,N,1029,Thursday,Thursday,3,3,10,11,3,3,Afternoon,Afternoon,4.565429563950559
id1311076,1,2016-01-13T22:55:37.000Z,2016-01-13T23:14:02.000Z,1,-73.86278533935547,40.76911926269531,-73.96720123291016,40.75648880004883,N,1105,Wednesday,Wednesday,6,6,22,23,1,1,Night,Night,8.905481374205136
id0071518,1,2016-01-07T19:04:23.000Z,2016-01-07T19:08:48.000Z,1,-74.00196075439453,40.719627380371094,-74.00448608398438,40.73268508911133,N,265,Thursday,Thursday,7,7,19,19,1,1,Night,Night,1.467464815232826
id0886583,1,2016-03-06T14:59:20.000Z,2016-03-06T15:11:41.000Z,1,-73.98481750488281,40.744564056396484,-74.00469970703125,40.74176025390625,N,741,Sunday,Sunday,6,6,14,15,3,3,Evening,Evening,1.7037671299752764
id0125722,1,2016-01-07T23:54:07.000Z,2016-01-07T23:56:30.000Z,1,-73.97694396972656,40.754608154296875,-73.98925018310547,40.75767135620117,N,143,Thursday,Thursday,7,7,23,23,1,1,Night,Night,1.0910778759320032
id2905931,1,2016-03-14T12:12:19.000Z,2016-03-14T12:19:05.000Z,1,-73.95462036132812,40.76985168457031,-73.953125,40.78264617919922,N,406,Monday,Monday,7,7,12,12,3,3,Afternoon,Afternoon,1.4282461652021579
id1505630,2,2016-05-13T22:28:34.000Z,2016-05-13T22:36:01.000Z,3,-73.9934310913086,40.75440979003906,-74.004150390625,40.742130279541016,N,447,Friday,Friday,6,6,22,22,5,5,Night,Night,1.6369993456390928
id3602783,1,2016-06-27T18:34:16.000Z,2016-06-27T18:44:31.000Z,1,-73.98403930664062,40.72627639770508,-74.00179290771484,40.73351287841797,N,615,Monday,Monday,6,6,18,18,6,6,Night,Night,1.6986491548990037
id2638035,2,2016-05-19T14:02:41.000Z,2016-05-19T14:09:12.000Z,5,-73.98542785644531,40.75248336791992,-73.99091339111328,40.76015090942383,N,391,Thursday,Thursday,5,5,14,14,5,5,Evening,Evening,0.9697418164823574
id1784005,2,2016-05-08T00:03:25.000Z,2016-05-08T00:10:55.000Z,2,-73.98143768310547,40.78065872192383,-73.97802734375,40.76544189453125,N,450,Sunday,Sunday,1,1,0,0,5,5,Night,Night,1.7162339180326622
id2354317,1,2016-04-14T22:03:30.000Z,2016-04-14T22:18:05.000Z,1,-73.97998809814453,40.760807037353516,-73.95145416259766,40.78355407714844,N,875,Thursday,Thursday,7,7,22,22,4,4,Night,Night,3.4887285647852404
id0850705,1,2016-03-20T14:15:08.000Z,2016-03-20T15:14:35.000Z,4,-73.77665710449219,40.64508056640625,-73.98406982421875,40.757625579833984,N,3567,Sunday,Sunday,6,6,14,15,3,3,Evening,Evening,21.501766786799205
id1841479,1,2016-06-18T17:41:48.000Z,2016-06-18T18:04:25.000Z,1,-74.0140609741211,40.71236038208008,-73.96156311035156,40.761104583740234,N,1357,Saturday,Saturday,4,4,17,18,6,6,Evening,Night,6.995862456933476
id0870739,1,2016-06-19T22:35:23.000Z,2016-06-19T22:52:00.000Z,1,-73.9976806640625,40.72972869873047,-73.96072387695312,40.76476287841797,N,997,Sunday,Sunday,5,5,22,22,6,6,Night,Night,4.986823674376314
id1884334,1,2016-01-06T17:42:50.000Z,2016-01-06T17:50:46.000Z,1,-73.98358154296875,40.781089782714844,-73.97271728515625,40.79071044921875,N,476,Wednesday,Wednesday,6,6,17,17,1,1,Evening,Evening,1.4074998380796766
id3638739,1,2016-01-21T11:54:43.000Z,2016-01-21T12:10:00.000Z,1,-73.95880889892578,40.763832092285156,-73.97367858886719,40.75981903076172,N,917,Thursday,Thursday,7,7,11,12,1,1,Afternoon,Afternoon,1.3294871474491343
id2131828,1,2016-01-01T22:22:51.000Z,2016-01-01T22:43:58.000Z,1,-73.9782943725586,40.783103942871094,-73.989990234375,40.735355377197266,N,1267,Friday,Friday,1,1,22,22,1,1,Night,Night,5.400018366427751
id0721737,2,2016-04-01T09:31:15.000Z,2016-04-01T09:43:33.000Z,1,-73.99212646484375,40.76947021484375,-73.92127227783203,40.86764144897461,N,738,Friday,Friday,1,1,9,9,4,4,Morning,Morning,12.438366578844366
id2487676,2,2016-04-13T08:05:21.000Z,2016-04-13T08:17:23.000Z,1,-73.96907043457031,40.7606086730957,-73.96530151367188,40.76900863647461,N,722,Wednesday,Wednesday,6,6,8,8,4,4,Morning,Morning,0.9864949013535732
id1051724,2,2016-05-14T00:39:11.000Z,2016-05-14T00:46:21.000Z,1,-73.96772003173828,40.75592041015625,-73.95623779296875,40.775718688964844,N,430,Saturday,Saturday,7,7,0,0,5,5,Night,Night,2.4044904484569654
id1591184,2,2016-01-14T00:15:53.000Z,2016-01-14T00:24:19.000Z,1,-73.98247528076172,40.76475524902344,-74.00387573242188,40.75168228149414,N,506,Thursday,Thursday,7,7,0,0,1,1,Night,Night,2.3156199150682526
id2262957,2,2016-04-16T10:56:23.000Z,2016-04-16T11:03:51.000Z,1,-73.9758529663086,40.74904251098633,-73.98980712890625,40.73548126220703,N,448,Saturday,Saturday,2,2,10,11,4,4,Afternoon,Afternoon,1.9120492630433878
id3801065,2,2016-02-24T13:28:50.000Z,2016-02-24T13:45:34.000Z,3,-73.94625854492188,40.772979736328125,-73.96920013427734,40.76411819458008,N,1004,Wednesday,Wednesday,3,3,13,13,2,2,Afternoon,Afternoon,2.1687714455510396
id2012189,1,2016-02-20T04:48:16.000Z,2016-02-20T04:58:59.000Z,1,-73.95635986328125,40.767051696777344,-73.99261474609375,40.76608657836914,N,643,Saturday,Saturday,6,6,4,4,2,2,Night,Night,3.055145017029427
id3582475,2,2016-04-17T15:37:26.000Z,2016-04-17T16:02:18.000Z,3,-73.98053741455078,40.754981994628906,-74.01139831542969,40.708106994628906,N,1492,Sunday,Sunday,3,3,15,16,4,4,Evening,Evening,5.824917076319772
id0993196,1,2016-03-02T20:17:12.000Z,2016-03-02T20:28:05.000Z,2,-73.98196411132812,40.76434326171875,-73.9646224975586,40.76426315307617,N,653,Wednesday,Wednesday,2,2,20,20,3,3,Night,Night,1.4605271144621073
id0294435,2,2016-02-24T07:53:39.000Z,2016-02-24T08:05:31.000Z,1,-73.96669006347656,40.76145935058594,-73.97396087646484,40.74873352050781,N,712,Wednesday,Wednesday,3,3,7,8,2,2,Morning,Morning,1.541893004472687
id0471873,1,2016-05-16T12:50:07.000Z,2016-05-16T13:37:22.000Z,2,-73.99517822265625,40.72612380981445,-73.78269958496094,40.64408874511719,N,2835,Monday,Monday,2,2,12,13,5,5,Afternoon,Afternoon,20.104631690529875
id1058930,1,2016-05-01T18:46:09.000Z,2016-05-01T18:49:38.000Z,1,-73.98159790039062,40.77880859375,-73.97366333007812,40.78950500488281,N,209,Sunday,Sunday,1,1,18,18,5,5,Night,Night,1.3641585777513796
id1052213,2,2016-01-30T15:12:07.000Z,2016-01-30T15:30:57.000Z,6,-73.98780822753906,40.739295959472656,-74.0088882446289,40.74751281738281,N,1130,Saturday,Saturday,2,2,15,15,1,1,Evening,Evening,1.9971569523726538
id1034166,2,2016-06-17T08:50:36.000Z,2016-06-17T09:03:04.000Z,1,-73.98413848876953,40.72507095336914,-73.9802017211914,40.742801666259766,N,748,Friday,Friday,3,3,8,9,6,6,Morning,Morning,1.9992768800011314
id3958129,1,2016-04-05T13:42:18.000Z,2016-04-05T13:48:38.000Z,1,-73.99349212646484,40.72139358520508,-73.98583984375,40.72937774658203,N,380,Tuesday,Tuesday,5,5,13,13,4,4,Afternoon,Afternoon,1.0972768732628901
id1272158,1,2016-04-22T18:54:11.000Z,2016-04-22T18:57:53.000Z,1,-74.00456237792969,40.74163055419922,-74.00496673583984,40.74815368652344,N,222,Friday,Friday,1,1,18,18,4,4,Night,Night,0.7261397082064389
id1302676,1,2016-01-10T20:04:56.000Z,2016-01-10T20:13:30.000Z,1,-73.976318359375,40.7859992980957,-73.9588394165039,40.76975631713867,N,514,Sunday,Sunday,3,3,20,20,1,1,Night,Night,2.3298567693523133
id2164991,2,2016-03-08T16:09:03.000Z,2016-03-08T16:29:46.000Z,1,-73.97509002685547,40.75988006591797,-73.99161529541016,40.75004577636719,N,1243,Tuesday,Tuesday,1,1,16,16,3,3,Evening,Evening,1.7701137464699346
id1464500,2,2016-04-30T22:39:40.000Z,2016-04-30T22:49:02.000Z,5,-73.97824096679688,40.786399841308594,-73.98944091796875,40.76839828491211,N,562,Saturday,Saturday,2,2,22,22,4,4,Night,Night,2.212717008554938
id3725653,1,2016-05-30T07:18:06.000Z,2016-05-30T07:42:11.000Z,1,-73.91065979003906,40.76748275756836,-73.95729064941406,40.695228576660156,N,1445,Monday,Monday,2,2,7,7,5,5,Morning,Morning,8.943628382790909
id1995425,1,2016-05-22T19:15:49.000Z,2016-05-22T19:22:14.000Z,1,-73.9660873413086,40.75468063354492,-73.97742462158203,40.76414108276367,N,385,Sunday,Sunday,1,1,19,19,5,5,Night,Night,1.4207122282900413
id2880498,1,2016-03-07T21:06:54.000Z,2016-03-07T21:08:47.000Z,1,-73.98690795898438,40.751075744628906,-73.97823333740234,40.752464294433594,N,113,Monday,Monday,7,7,21,21,3,3,Night,Night,0.7468433404884376
id1396554,1,2016-04-11T20:17:44.000Z,2016-04-11T20:24:41.000Z,1,-73.98993682861328,40.75711441040039,-73.99227142333984,40.74532699584961,N,417,Monday,Monday,4,4,20,20,4,4,Night,Night,1.3253735595457083
id3837277,2,2016-01-30T12:58:13.000Z,2016-01-30T13:05:46.000Z,1,-73.9445571899414,40.77988815307617,-73.97122192382812,40.75770950317383,N,453,Saturday,Saturday,2,2,12,13,1,1,Afternoon,Afternoon,3.3353198748240267
id1928622,2,2016-03-24T23:03:45.000Z,2016-03-24T23:35:22.000Z,1,-74.0101318359375,40.70323181152344,-73.96163940429688,40.76536178588867,N,1897,Thursday,Thursday,3,3,23,23,3,3,Night,Night,8.026341737027945
id2541314,2,2016-02-07T19:07:01.000Z,2016-02-07T19:20:24.000Z,6,-73.98198699951172,40.77275085449219,-73.95265197753906,40.77967834472656,N,803,Sunday,Sunday,7,7,19,19,2,2,Night,Night,2.5874564593553013
id3592571,1,2016-04-10T01:41:08.000Z,2016-04-10T01:48:54.000Z,2,-73.97308349609375,40.756202697753906,-73.95973205566406,40.75986099243164,N,466,Sunday,Sunday,3,3,1,1,4,4,Night,Night,1.1958678911991656
id1847136,2,2016-02-11T11:24:45.000Z,2016-02-11T11:37:54.000Z,1,-73.96514129638672,40.7595100402832,-73.98609161376953,40.73088073730469,N,789,Thursday,Thursday,4,4,11,11,2,2,Afternoon,Afternoon,3.6399523646268594
id3369463,1,2016-04-07T15:29:09.000Z,2016-04-07T15:56:23.000Z,1,-73.99754333496094,40.74665451049805,-73.95571899414062,40.767757415771484,N,1634,Thursday,Thursday,7,7,15,15,4,4,Evening,Evening,4.232769644305002
id1515335,2,2016-01-09T19:51:03.000Z,2016-01-09T20:01:52.000Z,1,-73.98947143554688,40.75273895263672,-73.99421691894531,40.73632049560547,N,649,Saturday,Saturday,2,2,19,20,1,1,Night,Night,1.8689110813577807
id3378349,2,2016-06-21T09:16:40.000Z,2016-06-21T09:23:58.000Z,1,-73.87101745605469,40.77381134033203,-73.88986206054688,40.76459884643555,N,438,Tuesday,Tuesday,7,7,9,9,6,6,Morning,Morning,1.888866547868412
id3741448,2,2016-01-22T09:49:07.000Z,2016-01-22T09:53:25.000Z,1,-73.97394561767578,40.743072509765625,-73.9769287109375,40.74433517456055,N,258,Friday,Friday,1,1,9,9,1,1,Morning,Morning,0.2878724272303676
id3615850,2,2016-02-19T01:23:20.000Z,2016-02-19T01:24:53.000Z,3,-73.97190856933594,40.763099670410156,-73.96771240234375,40.766109466552734,N,93,Friday,Friday,5,5,1,1,2,2,Night,Night,0.4867201124971989
id1808268,2,2016-02-25T20:19:13.000Z,2016-02-25T20:31:30.000Z,1,-73.98117065429688,40.759132385253906,-73.96488952636719,40.792640686035156,N,737,Thursday,Thursday,4,4,20,20,2,2,Night,Night,3.9701715536377895
id2428021,2,2016-06-26T22:31:15.000Z,2016-06-26T23:02:28.000Z,1,-73.87283325195312,40.7740592956543,-74.00399017333984,40.73545837402344,N,1873,Sunday,Sunday,5,5,22,23,6,6,Night,Night,11.852062229118863
id0577965,2,2016-04-01T07:34:29.000Z,2016-04-01T07:38:52.000Z,1,-73.99185180664062,40.749698638916016,-73.98661041259766,40.742794036865234,N,263,Friday,Friday,1,1,7,7,4,4,Morning,Morning,0.8856724429199144
id0639354,2,2016-02-21T00:42:56.000Z,2016-02-21T00:55:51.000Z,3,-73.98568725585938,40.72309112548828,-74.00243377685547,40.73197937011719,N,775,Sunday,Sunday,7,7,0,0,2,2,Night,Night,1.7228381775952843
id0262437,1,2016-06-23T20:58:36.000Z,2016-06-23T21:02:49.000Z,1,-73.99832153320312,40.72764587402344,-73.98990631103516,40.734500885009766,N,253,Thursday,Thursday,2,2,20,21,6,6,Night,Night,1.041061114477452
id0110777,1,2016-03-23T10:01:23.000Z,2016-03-23T10:35:38.000Z,2,-73.99394226074219,40.73240280151367,-73.81642150878906,40.75526809692383,N,2055,Wednesday,Wednesday,2,2,10,10,3,3,Afternoon,Afternoon,15.16987112016325
id0166779,1,2016-05-03T22:10:49.000Z,2016-05-03T22:28:21.000Z,3,-73.98236846923828,40.772239685058594,-73.97676849365234,40.75285720825195,N,1052,Tuesday,Tuesday,3,3,22,22,5,5,Night,Night,2.206237985134351
id0872626,2,2016-05-04T19:29:44.000Z,2016-05-04T19:37:58.000Z,1,-73.9748764038086,40.734161376953125,-73.98835754394531,40.72288131713867,N,494,Wednesday,Wednesday,4,4,19,19,5,5,Night,Night,1.6922460501105228
id1401152,2,2016-04-07T00:54:20.000Z,2016-04-07T01:11:29.000Z,1,-74.00926208496094,40.72943115234375,-73.94395446777344,40.71162033081055,N,1029,Thursday,Thursday,7,7,0,1,4,4,Night,Night,5.849270707612214
id2696754,1,2016-03-01T19:12:18.000Z,2016-03-01T19:27:35.000Z,1,-73.97215270996094,40.760345458984375,-73.94625854492188,40.77889633178711,N,917,Tuesday,Tuesday,1,1,19,19,3,3,Night,Night,3.001681031362202
id2206656,2,2016-06-29T07:33:12.000Z,2016-06-29T08:44:47.000Z,1,-73.7822265625,40.64494323730469,-73.98566436767578,40.755714416503906,N,4295,Wednesday,Wednesday,1,1,7,8,6,6,Morning,Morning,21.11473143917813
id1879584,2,2016-02-22T17:50:15.000Z,2016-02-22T17:57:22.000Z,1,-73.97152709960938,40.79527282714844,-73.96802520751953,40.787193298339844,N,427,Monday,Monday,1,1,17,17,2,2,Evening,Evening,0.945537456702704
id2169270,2,2016-02-01T19:42:50.000Z,2016-02-01T19:55:54.000Z,5,-73.96797180175781,40.762901306152344,-73.99072265625,40.7752685546875,N,784,Monday,Monday,1,1,19,19,2,2,Night,Night,2.358364035825849
id0024154,1,2016-02-22T09:41:34.000Z,2016-02-22T09:45:07.000Z,1,-73.99925231933594,40.680145263671875,-73.99527740478516,40.67985153198242,N,213,Monday,Monday,1,1,9,9,2,2,Morning,Morning,0.33677665962958786
id3712152,2,2016-04-04T15:18:51.000Z,2016-04-04T15:35:22.000Z,6,-74.00765991210938,40.740840911865234,-73.98224639892578,40.7558708190918,N,991,Monday,Monday,4,4,15,15,4,4,Evening,Evening,2.7159177011656097
id1059492,2,2016-04-12T21:33:35.000Z,2016-04-12T21:38:33.000Z,4,-73.9844970703125,40.74842071533203,-73.994873046875,40.73415756225586,N,298,Tuesday,Tuesday,5,5,21,21,4,4,Night,Night,1.810947090253764
id1830385,1,2016-01-02T15:46:53.000Z,2016-01-02T16:09:00.000Z,3,-73.95795440673828,40.78472900390625,-73.98007202148438,40.75517272949219,Y,1327,Saturday,Saturday,2,2,15,16,1,1,Evening,Evening,3.7776108275137084
id0809032,1,2016-03-31T01:47:31.000Z,2016-03-31T01:55:10.000Z,1,-73.99115753173828,40.74449157714844,-74.00578308105469,40.73712921142578,N,459,Thursday,Thursday,3,3,1,1,3,3,Night,Night,1.4793561112819809
id3532363,1,2016-01-16T00:54:41.000Z,2016-01-16T01:01:22.000Z,2,-74.00411987304688,40.73814392089844,-74.00432586669922,40.73067092895508,N,401,Saturday,Saturday,2,2,0,1,1,1,Night,Night,0.8311412092965123
id0001178,1,2016-04-25T12:24:17.000Z,2016-04-25T12:50:33.000Z,1,-73.87313079833984,40.77410125732422,-73.99671936035156,40.72560501098633,N,1576,Monday,Monday,4,4,12,12,4,4,Afternoon,Afternoon,11.724528004444112
id2640606,1,2016-01-17T21:53:33.000Z,2016-01-17T22:01:04.000Z,1,-73.99811553955078,40.7457275390625,-73.98295593261719,40.764183044433594,N,451,Sunday,Sunday,3,3,21,22,1,1,Night,Night,2.416996383653142
id2338407,2,2016-03-03T00:24:06.000Z,2016-03-03T00:52:18.000Z,1,-73.78955078125,40.646488189697266,-73.99378967285156,40.762081146240234,N,1692,Thursday,Thursday,3,3,0,0,3,3,Night,Night,21.485179513031134
id0451033,1,2016-01-22T20:19:42.000Z,2016-01-22T20:21:01.000Z,1,-73.98322296142578,40.75608825683594,-73.9794692993164,40.76127624511719,N,79,Friday,Friday,1,1,20,20,1,1,Night,Night,0.6578334991323882
id1564957,2,2016-06-27T18:52:21.000Z,2016-06-27T18:59:06.000Z,1,-74.00341796875,40.727638244628906,-73.99015808105469,40.741615295410156,N,405,Monday,Monday,6,6,18,18,6,6,Night,Night,1.9140778852294626
id0103283,2,2016-01-24T18:46:29.000Z,2016-01-24T18:56:41.000Z,2,-74.00377655029297,40.73186111450195,-73.9898681640625,40.734588623046875,N,612,Sunday,Sunday,3,3,18,18,1,1,Night,Night,1.2105119974166147
id1911606,2,2016-02-14T04:03:19.000Z,2016-02-14T04:18:58.000Z,1,-74.00660705566406,40.74420166015625,-73.94090270996094,40.78852081298828,N,939,Sunday,Sunday,7,7,4,4,2,2,Night,Night,7.409756346547692
id2404607,1,2016-05-19T13:26:11.000Z,2016-05-19T13:41:47.000Z,1,-73.98762512207031,40.752464294433594,-73.98116302490234,40.71436309814453,N,936,Thursday,Thursday,5,5,13,13,5,5,Afternoon,Afternoon,4.271510512653046
id2394837,1,2016-02-07T13:44:13.000Z,2016-02-07T13:47:08.000Z,2,-74.01583862304688,40.70494842529297,-74.01400756835938,40.712799072265625,N,175,Sunday,Sunday,7,7,13,13,2,2,Afternoon,Afternoon,0.8864919746935082
id2871690,2,2016-01-08T22:54:05.000Z,2016-01-08T22:58:41.000Z,5,-73.99320220947266,40.7423095703125,-73.98538208007812,40.752891540527344,N,276,Friday,Friday,1,1,22,22,1,1,Night,Night,1.34852379424703
id0729191,1,2016-01-14T23:23:04.000Z,2016-01-14T23:49:08.000Z,2,-73.99483489990234,40.76029586791992,-73.96515655517578,40.71131896972656,N,1564,Thursday,Thursday,7,7,23,23,1,1,Night,Night,5.992630895276722
id0066262,2,2016-01-12T18:42:47.000Z,2016-01-12T19:00:32.000Z,6,-73.96089172363281,40.76005172729492,-73.9156494140625,40.78152847290039,N,1065,Tuesday,Tuesday,5,5,18,19,1,1,Night,Night,4.49649366234747
id2355870,1,2016-04-04T19:51:46.000Z,2016-04-04T20:11:21.000Z,1,-73.87077331542969,40.77376937866211,-73.95673370361328,40.77484130859375,N,1175,Monday,Monday,4,4,19,20,4,4,Night,Night,7.239421941909629
id2045543,1,2016-05-25T21:28:05.000Z,2016-05-25T21:35:16.000Z,1,-73.95343780517578,40.77846908569336,-73.94123077392578,40.78913497924805,N,431,Wednesday,Wednesday,4,4,21,21,5,5,Night,Night,1.5693593578205958
id0144856,2,2016-01-04T12:36:43.000Z,2016-01-04T12:46:35.000Z,1,-73.96715545654297,40.76119613647461,-73.95722961425781,40.77009582519531,N,592,Monday,Monday,4,4,12,12,1,1,Afternoon,Afternoon,1.2954121636681326
id1874160,1,2016-02-24T12:23:09.000Z,2016-02-24T12:36:28.000Z,1,-73.98995208740234,40.73537826538086,-73.99151611328125,40.73887252807617,N,799,Wednesday,Wednesday,3,3,12,12,2,2,Afternoon,Afternoon,0.4102825542919001
id1438303,2,2016-01-12T00:27:36.000Z,2016-01-12T00:35:39.000Z,6,-74.00810241699219,40.730411529541016,-73.99391174316406,40.72454071044922,N,483,Tuesday,Tuesday,5,5,0,0,1,1,Night,Night,1.3623780042607312
id1891793,2,2016-03-10T19:44:44.000Z,2016-03-10T19:57:32.000Z,1,-73.95067596435547,40.74169158935547,-73.9936294555664,40.754638671875,N,768,Thursday,Thursday,3,3,19,19,3,3,Night,Night,3.8942748975013823
id2673819,2,2016-05-18T17:23:22.000Z,2016-05-18T17:27:09.000Z,2,-73.96012115478516,40.776180267333984,-73.9588394165039,40.78348159790039,N,227,Wednesday,Wednesday,4,4,17,17,5,5,Evening,Evening,0.8190136757852775
id0301362,2,2016-04-23T19:50:18.000Z,2016-04-23T20:17:38.000Z,6,-74.00035858154297,40.73746109008789,-73.96470642089844,40.807579040527344,N,1640,Saturday,Saturday,2,2,19,20,4,4,Night,Night,8.354821039306877
id0628269,1,2016-06-20T21:24:11.000Z,2016-06-20T21:36:17.000Z,1,-73.99274444580078,40.74323654174805,-73.98194122314453,40.728153228759766,N,726,Monday,Monday,6,6,21,21,6,6,Night,Night,1.9082688084689226
id0466120,2,2016-03-31T12:10:20.000Z,2016-03-31T12:17:52.000Z,2,-73.96585083007812,40.765411376953125,-73.96134948730469,40.756717681884766,N,452,Thursday,Thursday,3,3,12,12,3,3,Afternoon,Afternoon,1.038379741825253
id3278944,2,2016-05-29T02:05:04.000Z,2016-05-29T02:11:01.000Z,3,-73.98217010498047,40.771400451660156,-73.9879379272461,40.759910583496094,N,357,Sunday,Sunday,1,1,2,2,5,5,Night,Night,1.3668432017887655
id2463414,2,2016-04-05T19:06:54.000Z,2016-04-05T19:32:41.000Z,3,-73.98925018310547,40.75857162475586,-73.9755630493164,40.795631408691406,N,1547,Tuesday,Tuesday,5,5,19,19,4,4,Night,Night,4.278994116400911
id3335219,1,2016-04-21T20:59:37.000Z,2016-04-21T21:06:07.000Z,1,-73.98786926269531,40.74386215209961,-73.97783660888672,40.7462043762207,N,390,Thursday,Thursday,7,7,20,21,4,4,Night,Night,0.8844066430835286
id0890174,2,2016-05-01T12:18:39.000Z,2016-05-01T12:31:19.000Z,1,-73.98323059082031,40.73851776123047,-73.97368621826172,40.76468276977539,N,760,Sunday,Sunday,1,1,12,12,5,5,Afternoon,Afternoon,3.018460193370033
id3761215,1,2016-06-28T16:32:29.000Z,2016-06-28T17:01:28.000Z,1,-74.00444030761719,40.734046936035156,-73.9358139038086,40.71086883544922,N,1739,Tuesday,Tuesday,7,7,16,17,6,6,Evening,Evening,6.331595874929665
id0903574,1,2016-02-01T00:00:58.000Z,2016-02-01T00:12:59.000Z,2,-74.00762939453125,40.74079513549805,-73.98087310791016,40.74506759643555,N,721,Monday,Monday,1,1,0,0,2,2,Night,Night,2.303641730022795
id1101196,2,2016-02-13T22:19:51.000Z,2016-02-13T22:25:59.000Z,1,-73.95407104492188,40.77875900268555,-73.94561767578125,40.79888153076172,N,368,Saturday,Saturday,6,6,22,22,2,2,Night,Night,2.3479788095399914
id3973458,1,2016-06-02T17:53:19.000Z,2016-06-02T17:53:39.000Z,2,-73.99272155761719,40.75642776489258,-73.99272155761719,40.75640106201172,N,20,Thursday,Thursday,2,2,17,17,6,6,Evening,Evening,0.0029692290724690523
id0301520,2,2016-06-13T11:42:17.000Z,2016-06-13T12:26:36.000Z,6,-73.98683166503906,40.75984573364258,-73.78421020507812,40.64348602294922,N,2659,Monday,Monday,6,6,11,12,6,6,Afternoon,Afternoon,21.427992079870876
id1769826,1,2016-02-08T20:38:57.000Z,2016-02-08T20:45:35.000Z,1,-73.98201751708984,40.76699447631836,-73.99095153808594,40.75068664550781,N,398,Monday,Monday,1,1,20,20,2,2,Night,Night,1.963279373048106
id1108530,1,2016-05-03T17:41:06.000Z,2016-05-03T17:41:10.000Z,1,-74.01429748535156,40.7028923034668,-74.0143051147461,40.70289611816406,N,4,Tuesday,Tuesday,3,3,17,17,5,5,Evening,Evening,7.704213767076339E-4
id3814189,2,2016-04-18T17:04:32.000Z,2016-04-18T17:09:39.000Z,1,-73.97756958007812,40.78683853149414,-73.96775817871094,40.80182647705078,N,307,Monday,Monday,4,4,17,17,4,4,Evening,Evening,1.8600214522822938
id3895061,2,2016-05-16T15:37:31.000Z,2016-05-16T15:53:25.000Z,1,-74.00482940673828,40.72321701049805,-74.00554656982422,40.70647048950195,N,954,Monday,Monday,2,2,15,15,5,5,Evening,Evening,1.8631115382108439
id1210322,2,2016-02-05T07:25:11.000Z,2016-02-05T07:31:11.000Z,6,-73.98792266845703,40.72108840942383,-73.97570037841797,40.764129638671875,N,360,Friday,Friday,5,5,7,7,2,2,Morning,Morning,4.895487610640064
id3351212,1,2016-03-09T15:24:00.000Z,2016-03-09T15:34:15.000Z,1,-73.98892211914062,40.75339889526367,-73.98934936523438,40.735843658447266,N,615,Wednesday,Wednesday,2,2,15,15,3,3,Evening,Evening,1.9523878290019652
id2627782,1,2016-02-08T15:56:11.000Z,2016-02-08T16:29:48.000Z,3,-73.8707046508789,40.77357864379883,-73.98235321044922,40.75547790527344,N,2017,Monday,Monday,1,1,15,16,2,2,Evening,Evening,9.615939442150221
